num_chars_s1,num_chars_s2,num_tokens_s1,num_tokens_s2,num_stopwords_s1,num_stopwords_s2,num_token_overlap,num_lemma_overlap,num_nouns_s1,num_nouns_s2,num_verbs_s1,num_verbs_s2,num_adj_s1,num_adj_s2
61,57,14,13,6,6,6,5,2,3,2,1,3,2
25,46,5,12,1,6,3,4,2,3,1,1,0,1
47,53,9,11,3,4,7,8,3,4,1,1,1,1
40,56,8,11,3,4,4,4,2,3,1,2,1,1
50,51,11,13,5,6,7,7,3,3,0,1,3,2
39,44,9,12,3,6,3,3,2,4,2,1,0,0
48,54,10,13,4,6,6,6,2,3,1,1,2,2
49,39,9,8,4,2,2,2,4,3,0,1,1,1
35,60,11,16,6,7,8,7,4,5,0,2,0,0
42,34,9,7,3,1,2,3,4,2,1,0,1,3
52,49,10,9,3,3,5,6,3,3,1,1,2,1
55,76,12,17,6,9,7,6,3,5,2,1,0,2
30,26,7,7,3,3,5,6,2,2,1,1,0,0
37,44,9,11,3,5,8,7,2,3,1,1,2,1
30,45,7,10,2,4,7,6,3,4,1,1,0,0
34,35,11,11,5,5,10,9,3,4,0,0,1,1
30,21,8,6,4,3,4,4,3,2,0,0,0,0
39,26,9,6,3,2,5,6,2,2,1,1,2,0
61,64,14,14,6,7,8,8,3,3,2,2,2,1
40,34,9,8,4,4,7,6,2,2,1,1,1,0
69,44,15,11,6,4,6,5,4,2,2,1,2,3
42,35,10,7,4,2,4,5,3,2,1,1,1,1
26,27,7,7,3,3,5,5,2,2,1,1,0,0
40,50,9,11,4,7,5,7,2,2,1,1,0,0
66,68,15,16,7,8,11,11,4,4,1,1,2,2
49,56,10,14,4,6,4,3,3,4,1,1,2,2
46,58,11,13,6,7,3,2,4,5,1,1,1,0
49,56,11,12,4,4,10,10,3,4,1,1,2,2
44,57,12,12,6,5,6,5,3,3,1,1,1,2
45,32,10,7,4,3,6,7,2,2,1,1,2,0
38,34,9,8,5,4,5,6,2,2,1,1,0,0
35,49,9,12,3,5,5,4,3,4,1,1,1,1
51,56,13,13,7,7,4,5,4,4,1,1,0,0
37,44,8,9,3,3,6,6,2,2,2,2,0,1
40,41,9,9,3,4,3,4,3,3,1,1,1,1
72,70,16,14,8,4,3,3,3,5,3,1,1,1
46,44,13,12,7,5,10,10,3,3,2,2,0,1
35,41,9,9,3,3,3,3,2,2,1,1,2,2
31,53,8,10,4,5,3,3,2,3,1,2,0,0
43,27,9,7,5,3,3,4,2,2,1,1,0,0
44,36,12,9,6,4,8,7,3,2,1,1,1,1
32,35,6,9,3,5,4,6,3,3,1,1,0,0
31,36,7,8,3,4,6,6,2,2,1,1,0,0
60,66,14,15,7,7,7,6,4,4,1,1,1,2
37,38,9,8,3,3,4,3,3,3,1,1,1,1
81,43,18,10,8,4,6,6,5,2,1,1,2,1
41,32,9,8,3,4,4,4,4,3,1,1,0,0
48,60,13,14,5,6,8,7,4,3,1,1,0,2
46,44,10,10,4,4,9,9,2,2,1,1,2,2
53,46,12,11,5,5,8,7,4,4,1,1,1,0
60,72,12,15,4,6,7,7,3,4,2,1,2,2
62,56,13,12,5,5,8,8,2,2,1,1,4,4
43,40,9,8,4,3,7,7,2,2,1,1,1,1
44,55,11,12,6,4,5,5,3,5,1,1,0,1
58,57,12,12,3,5,9,9,4,4,1,1,3,1
43,47,10,11,4,4,7,7,3,3,1,1,1,2
53,63,12,13,6,5,4,6,3,4,1,2,1,0
36,58,6,9,1,3,2,3,2,2,1,2,1,1
34,26,6,6,3,3,4,5,2,2,1,0,0,0
35,76,8,17,3,6,4,4,2,5,1,3,1,1
48,33,11,8,4,4,4,4,3,2,1,1,2,0
28,32,8,8,3,3,6,5,2,2,1,1,1,1
44,50,10,11,4,5,9,9,2,2,1,1,2,2
45,43,10,11,4,5,3,3,4,3,1,1,0,1
84,102,20,24,7,12,13,13,4,6,4,3,0,1
41,56,10,14,5,7,4,3,3,4,0,1,1,1
37,38,8,8,3,3,6,6,2,2,1,1,1,1
42,41,11,11,6,6,10,9,3,3,1,1,0,0
40,31,9,8,3,3,4,6,3,2,1,1,1,1
60,59,15,14,9,8,9,9,4,4,1,1,0,0
44,50,10,12,4,5,6,5,3,3,1,3,0,0
42,54,11,13,4,5,7,7,3,4,2,2,1,1
34,25,8,8,4,5,5,4,2,2,1,0,0,0
69,56,16,12,8,5,8,8,6,4,1,2,1,1
40,35,9,8,4,3,7,6,3,3,1,1,0,0
47,58,10,12,5,7,8,8,2,3,1,1,1,1
43,28,12,7,4,2,3,2,3,3,1,1,2,0
30,29,7,7,3,3,5,5,2,2,1,1,0,0
69,66,14,15,6,9,7,6,4,5,1,1,2,0
147,93,29,19,12,9,8,9,8,5,3,2,3,2
46,78,11,18,6,9,4,5,3,3,1,1,0,2
42,52,11,12,6,6,7,8,3,4,1,1,0,0
33,35,8,8,3,3,7,7,2,2,1,1,1,1
40,48,8,10,3,4,3,4,3,3,1,2,1,0
51,71,11,16,5,8,5,6,3,4,2,1,0,2
51,64,11,12,4,3,4,6,3,5,2,2,1,1
61,74,14,17,7,8,7,7,4,5,2,2,1,2
53,43,13,11,5,4,9,9,2,2,2,1,3,3
36,37,8,8,3,3,6,5,2,2,1,1,1,1
45,58,11,14,5,8,5,4,2,4,1,1,2,1
55,48,13,12,6,6,8,8,3,3,1,1,2,2
21,28,6,7,2,3,5,5,2,2,1,1,0,0
35,33,8,8,2,3,5,4,2,2,1,1,2,1
36,29,8,7,3,3,5,5,2,2,1,1,1,0
47,55,12,12,6,5,9,8,5,4,0,1,1,1
37,52,9,12,3,6,5,6,3,3,1,1,1,1
57,49,14,11,7,4,5,4,4,2,1,1,1,3
53,36,10,7,5,3,7,7,2,2,2,1,0,0
51,69,12,17,4,8,6,6,5,6,1,2,0,0
40,48,10,11,5,5,6,5,3,3,1,2,0,0
52,59,13,14,6,5,7,6,4,4,1,2,1,2
34,42,7,9,2,4,7,7,2,2,1,1,1,1
33,37,6,9,2,4,2,3,2,2,1,1,0,1
49,34,11,9,4,4,8,7,2,2,1,1,3,1
29,28,7,7,3,3,6,6,2,2,1,1,0,0
32,53,7,11,3,4,5,5,2,2,1,2,0,1
45,45,10,10,4,4,9,9,4,4,1,1,0,0
38,39,10,10,5,5,5,4,3,3,1,1,0,0
46,57,12,12,5,5,4,3,3,3,1,1,2,2
27,34,7,8,3,4,6,7,2,2,1,1,0,0
63,52,14,12,5,4,9,8,5,4,1,1,2,2
38,34,8,6,3,2,2,2,3,3,1,1,0,0
43,34,10,9,4,4,6,6,3,3,1,1,0,0
36,34,9,7,4,2,4,4,2,2,1,1,1,1
56,55,11,11,4,6,5,4,2,2,1,1,2,3
36,29,10,7,5,3,6,7,3,2,1,1,0,0
19,21,6,6,3,3,5,5,2,2,0,0,0,0
67,72,16,16,6,7,4,4,5,4,4,2,0,2
58,43,12,9,5,2,4,4,2,2,1,1,3,1
42,49,10,11,4,4,8,7,3,3,1,2,1,0
54,29,12,8,4,4,5,4,3,2,1,1,2,0
38,45,10,12,5,5,8,8,3,5,1,1,0,0
44,38,9,8,3,3,5,6,2,2,1,1,2,1
53,33,11,8,4,3,6,5,3,3,1,1,2,0
40,31,9,7,3,2,6,5,3,2,1,1,1,1
46,46,11,10,5,6,3,3,4,3,1,0,0,0
50,47,11,11,4,4,3,3,2,2,1,1,3,3
42,31,10,7,4,3,4,4,3,2,2,1,0,0
43,45,10,9,6,5,6,6,3,2,1,1,0,1
33,41,8,9,3,3,6,7,2,3,1,1,1,1
51,65,11,16,4,8,6,5,3,5,1,1,2,1
75,62,17,15,8,9,5,6,4,3,3,2,1,1
24,24,6,6,2,2,6,6,2,2,1,1,0,0
38,48,7,11,2,5,4,4,2,3,1,1,1,1
42,59,9,12,3,4,7,6,2,5,1,1,2,1
62,57,12,12,5,3,3,4,2,4,1,1,4,3
63,58,14,12,6,6,10,10,4,4,1,1,0,0
64,57,14,12,6,4,9,8,4,3,2,2,1,1
54,62,13,13,6,5,11,10,3,3,1,2,2,2
35,39,8,9,4,3,4,4,2,2,1,1,0,2
26,23,7,7,3,4,4,4,2,2,1,0,0,0
40,52,8,10,3,5,2,3,4,2,1,2,0,1
56,56,11,12,5,5,2,2,2,3,1,2,3,1
43,66,10,14,4,7,6,7,1,1,1,3,3,1
56,41,13,9,5,2,4,4,2,2,1,1,4,2
51,36,11,7,4,3,4,4,2,1,1,1,3,1
48,48,10,10,4,4,4,4,2,2,1,1,2,1
42,61,10,13,5,5,6,6,3,3,1,3,0,1
67,56,16,14,7,7,5,5,5,3,1,1,2,2
53,31,11,7,4,3,3,3,3,2,1,1,2,0
44,37,9,8,3,3,6,6,3,2,1,1,1,1
38,35,8,8,3,3,6,7,2,2,1,1,1,1
62,50,12,11,6,6,6,7,3,2,2,3,0,0
57,44,12,9,6,3,5,5,4,4,1,1,0,0
34,33,7,7,2,2,3,3,3,3,1,1,0,0
59,40,12,10,6,5,7,7,5,4,1,1,0,0
30,50,8,12,6,5,1,3,3,4,0,1,0,1
32,35,8,8,3,3,5,6,2,2,1,1,1,1
59,71,14,16,8,8,7,6,4,4,1,1,1,2
59,76,14,16,7,8,7,7,4,4,1,2,2,2
34,53,10,15,5,8,5,4,3,5,0,1,0,0
36,32,8,7,3,3,4,5,2,2,1,1,1,0
45,38,10,10,5,5,4,5,3,3,1,1,1,0
55,55,13,13,6,7,10,9,4,4,1,1,0,0
31,31,7,8,3,4,4,4,2,2,1,1,0,0
35,48,9,11,4,4,9,8,3,3,1,1,0,2
88,68,19,16,8,7,6,5,5,6,3,1,0,1
33,44,8,10,4,5,8,8,2,3,1,1,0,0
35,45,11,11,6,5,6,5,3,3,0,1,1,1
39,44,8,10,3,5,7,7,3,4,1,0,0,0
50,48,11,12,5,5,3,3,4,4,1,1,0,1
33,25,7,7,3,3,5,5,2,2,1,1,0,0
41,44,10,11,5,5,3,2,3,4,1,1,1,0
60,70,14,13,6,4,8,7,5,4,1,1,1,3
28,28,7,7,3,3,5,6,2,2,1,1,0,0
49,49,8,11,4,6,2,2,2,3,1,1,1,0
63,57,16,15,9,8,7,6,4,4,1,1,1,0
37,51,10,13,4,5,4,4,3,3,1,1,1,3
29,27,7,7,3,3,6,6,2,2,1,0,0,1
42,52,11,12,6,6,9,9,3,3,1,1,0,1
42,33,9,7,4,3,4,5,3,2,1,1,1,0
49,54,11,12,5,6,7,7,3,3,1,1,1,1
51,46,11,11,5,5,9,9,2,2,1,1,2,2
75,66,17,16,10,7,4,5,4,5,1,1,2,1
53,52,11,9,4,2,5,5,4,2,1,2,1,1
38,37,9,9,3,3,4,3,2,2,1,1,2,2
50,35,11,8,5,3,6,6,4,3,0,0,1,1
64,44,15,11,6,6,4,3,4,3,1,2,3,0
39,32,11,8,5,3,4,3,4,2,1,1,0,1
44,55,11,14,5,8,7,7,3,4,1,1,1,1
28,41,8,9,3,4,4,5,2,2,1,1,1,1
36,34,8,7,3,3,5,5,2,2,1,1,1,0
40,41,11,10,6,5,5,7,3,3,1,1,0,0
32,45,8,10,3,4,6,6,2,2,1,1,1,2
46,36,10,8,4,4,3,5,2,2,1,1,2,0
36,44,8,10,3,4,6,7,2,2,1,1,1,2
41,61,10,15,5,7,7,7,3,4,1,2,0,1
36,27,8,7,4,3,5,5,2,2,1,1,0,0
29,28,7,7,3,3,3,4,2,2,1,1,0,0
37,38,10,10,6,6,8,8,3,3,1,1,1,1
43,43,10,9,5,5,6,7,3,2,1,1,0,0
35,40,8,8,3,3,3,4,2,3,1,1,1,0
42,45,9,9,4,4,7,7,3,3,1,1,0,0
39,36,7,8,4,4,3,4,2,2,1,1,0,0
39,39,10,9,4,4,8,8,2,2,1,1,1,1
47,42,11,10,4,3,6,6,2,2,1,1,3,3
44,38,11,10,5,5,8,8,3,3,1,1,1,0
43,44,9,10,4,5,6,7,3,4,1,1,0,0
56,57,12,13,3,4,5,5,5,4,1,2,2,2
34,43,9,9,4,4,3,4,3,4,0,1,1,0
35,32,7,6,2,3,3,4,2,2,1,1,1,0
52,47,11,13,5,7,2,2,3,5,2,0,0,0
59,41,15,10,7,4,7,6,4,3,1,1,2,1
54,66,11,13,4,5,4,4,2,4,1,2,3,1
30,29,7,7,3,3,6,6,2,2,1,1,0,0
85,58,20,13,9,6,7,7,7,3,1,2,2,2
41,35,10,9,4,4,3,2,2,3,0,1,3,0
54,43,11,10,5,4,3,4,3,3,1,1,1,1
50,66,12,16,7,10,7,7,3,5,1,1,1,0
78,65,17,16,8,9,3,3,5,6,2,1,0,1
29,48,7,10,2,5,4,5,2,2,1,2,1,1
50,48,11,12,6,6,8,7,3,3,1,1,0,1
48,46,9,11,3,5,5,6,2,4,1,1,2,0
26,34,7,7,3,3,4,4,2,2,0,1,1,0
45,43,10,10,4,4,3,4,3,3,1,2,1,0
40,27,10,7,5,3,6,5,3,2,1,1,0,0
49,51,9,11,3,4,4,4,2,2,1,1,3,2
55,63,12,16,6,8,9,9,4,5,1,1,0,0
60,52,15,13,7,6,5,4,4,4,2,1,1,1
71,66,13,14,4,6,9,10,4,3,2,2,0,1
61,67,14,13,7,7,2,3,4,4,1,1,1,0
68,52,13,11,4,3,5,6,4,3,2,2,2,2
40,56,9,13,5,6,3,3,2,3,1,1,0,2
37,49,9,10,4,4,6,6,2,2,1,1,1,2
29,28,7,7,3,3,5,6,2,2,1,1,0,0
71,57,16,12,7,6,5,6,5,3,2,2,1,0
18,33,5,7,1,4,1,2,2,3,1,1,0,0
34,39,7,9,3,4,5,5,2,3,1,1,0,0
61,54,13,11,5,3,3,3,3,2,1,2,2,2
51,35,12,8,6,3,8,7,4,3,1,1,0,0
49,37,10,9,5,4,5,4,4,3,1,1,0,0
60,61,13,11,7,5,3,4,3,4,1,1,1,0
38,31,10,7,5,3,3,4,3,2,1,1,1,0
56,47,11,12,5,4,4,5,4,4,1,1,0,2
35,50,8,12,3,5,4,5,2,3,1,1,1,2
89,106,20,22,9,12,12,13,6,7,3,3,1,0
29,31,7,7,3,3,3,5,2,2,1,1,0,0
29,32,6,7,3,3,4,4,2,2,1,1,0,0
43,56,10,13,4,7,4,4,2,3,2,1,1,0
49,37,11,10,5,5,5,5,2,3,1,0,2,1
51,56,11,12,4,6,8,9,4,4,1,2,1,0
47,67,12,15,5,6,9,8,2,3,1,3,3,2
54,55,11,10,5,3,7,8,4,4,1,1,0,1
22,25,6,7,3,3,4,5,2,2,0,1,0,0
45,46,11,11,4,5,6,5,2,3,1,1,3,1
42,51,10,12,5,6,9,9,3,3,1,1,0,1
30,29,7,6,3,3,3,4,2,2,1,1,0,0
42,58,9,12,4,6,6,6,2,2,1,1,2,2
52,56,14,11,6,4,5,4,4,4,1,1,2,0
47,54,10,15,2,4,7,7,3,4,1,1,3,3
56,52,13,13,5,6,6,5,5,4,1,1,1,2
35,53,9,12,5,7,6,6,3,4,0,1,0,1
58,67,13,16,5,8,6,6,3,5,2,1,2,1
60,55,13,13,5,6,3,3,4,3,1,2,2,1
28,32,7,8,2,2,6,6,3,3,1,1,0,1
55,56,12,11,6,4,4,4,3,4,2,1,0,0
47,43,11,13,4,3,7,7,2,4,1,1,3,2
21,26,5,6,1,2,3,4,2,2,1,1,0,0
65,49,15,11,6,4,4,4,4,5,2,1,2,0
34,37,8,7,3,3,4,4,2,2,1,1,1,0
47,55,11,12,4,3,6,5,4,2,2,3,0,3
40,29,10,8,5,4,7,7,2,2,1,1,0,0
98,82,23,19,11,10,8,8,5,5,1,1,5,2
37,41,8,9,4,4,7,7,1,2,1,1,2,2
58,42,13,9,7,4,4,4,4,4,1,1,1,0
44,49,11,8,6,2,4,4,4,2,1,2,1,2
72,52,14,11,7,5,4,3,5,3,1,1,0,1
49,74,10,17,4,8,4,4,3,3,1,1,0,2
54,32,13,10,6,5,6,6,4,3,1,1,1,0
40,49,9,11,4,4,8,8,2,4,1,1,1,1
51,78,11,16,5,6,9,9,3,5,1,1,1,3
29,44,8,9,3,3,3,2,2,2,1,1,1,3
32,31,8,8,3,3,5,5,2,2,1,1,1,1
34,31,9,8,5,3,4,4,3,3,0,1,0,0
51,52,12,12,5,6,3,2,4,2,1,2,1,1
81,48,17,10,7,5,3,3,3,3,3,1,2,1
63,63,15,16,8,8,5,4,3,4,1,1,2,2
33,44,8,11,3,5,6,7,3,3,1,1,0,1
60,41,14,10,8,6,9,9,4,3,1,1,1,0
56,55,11,11,4,5,4,4,3,3,2,1,1,1
37,37,8,8,3,3,5,5,2,2,1,1,1,1
30,27,8,7,4,3,6,5,2,2,1,1,0,0
68,50,16,10,8,4,7,7,5,3,3,2,0,0
45,44,9,9,4,4,7,7,2,2,1,1,1,1
38,53,9,12,4,6,4,4,2,3,1,1,0,0
55,47,11,10,4,5,6,6,3,3,2,1,1,1
33,36,8,9,4,4,7,7,2,2,1,1,0,1
49,50,11,11,5,4,4,3,3,4,1,1,1,0
27,28,6,7,1,3,5,5,2,2,1,1,1,0
51,48,11,11,4,3,2,2,3,3,3,2,0,2
54,55,10,11,5,4,4,4,3,3,1,2,0,1
60,71,14,15,7,6,5,4,4,3,1,2,1,2
42,49,11,13,4,6,7,6,3,4,1,1,2,1
26,27,6,6,2,2,2,2,2,2,1,1,0,0
36,29,8,7,4,3,6,6,2,2,1,1,0,0
28,29,7,8,2,3,6,7,2,2,1,1,1,1
99,71,24,15,15,8,5,5,6,4,2,2,1,1
52,57,12,15,4,7,5,5,4,6,1,1,2,0
53,51,12,11,5,4,5,6,3,3,1,1,2,3
75,87,17,19,8,10,6,5,6,5,2,3,1,0
56,50,14,10,7,4,4,5,6,4,0,1,1,1
25,29,7,7,3,3,4,6,2,2,1,1,0,0
83,57,17,14,7,6,12,11,4,3,1,1,4,3
63,75,14,16,3,5,7,9,4,3,1,2,3,4
48,68,11,14,5,6,4,4,3,3,2,1,0,3
56,47,12,11,5,4,5,4,4,3,1,1,1,2
47,33,10,9,5,4,5,6,4,3,1,1,0,0
29,28,8,6,4,3,3,4,2,2,1,1,0,0
32,47,8,11,3,5,5,5,2,2,1,1,1,2
55,81,14,15,6,5,9,8,4,5,1,2,2,1
31,33,7,8,3,4,4,5,2,2,1,1,1,0
42,53,9,12,4,5,4,4,2,5,1,1,1,0
61,70,13,14,5,5,10,10,4,4,2,2,1,2
40,28,9,8,4,4,5,4,3,3,1,0,0,0
34,38,8,8,4,4,6,6,2,2,1,1,0,1
86,81,18,18,10,9,6,7,5,5,1,1,0,2
48,49,12,12,6,5,6,6,3,3,1,1,2,2
36,47,7,10,3,4,4,5,2,2,1,1,1,2
69,75,15,16,7,8,7,6,6,6,1,1,0,0
32,38,10,11,5,6,6,5,4,3,0,1,0,1
34,34,8,9,3,4,3,3,2,2,1,1,1,1
34,28,8,6,4,3,4,4,2,2,1,1,0,0
56,55,14,14,7,8,4,4,4,4,1,1,1,0
73,48,16,11,7,5,6,6,5,4,1,1,2,0
55,47,12,11,6,6,8,8,3,3,1,1,0,0
47,55,10,13,5,7,6,6,3,5,2,1,0,0
45,79,11,16,6,5,7,6,5,6,1,2,0,2
48,62,8,12,3,5,2,4,2,4,1,2,1,0
63,52,14,12,8,6,5,5,3,3,2,2,0,0
54,48,13,12,6,5,10,9,3,3,1,1,2,2
22,31,7,8,3,3,7,6,2,2,1,1,0,1
36,38,9,10,3,5,6,6,2,3,1,1,2,1
49,55,12,12,5,5,9,9,3,3,2,2,1,1
52,60,11,14,6,8,6,6,3,4,1,1,0,1
18,17,6,5,3,2,3,4,2,2,0,0,0,0
34,31,6,7,2,3,4,4,2,1,1,1,0,0
27,23,6,7,2,3,4,5,2,2,1,1,0,0
37,35,8,8,3,3,3,5,2,2,1,1,1,1
62,49,15,12,7,4,8,8,4,4,1,1,2,2
36,31,9,8,4,4,3,3,2,2,1,1,1,0
52,55,12,12,6,6,7,7,4,4,1,1,0,1
65,63,15,12,5,4,5,4,4,5,1,1,4,1
52,36,11,8,6,3,3,4,3,2,1,1,0,1
47,47,10,10,4,4,7,8,2,2,1,1,2,2
54,58,13,15,6,8,5,5,4,4,1,1,0,0
63,63,16,16,9,9,13,13,4,4,1,1,1,1
72,44,15,10,7,5,7,7,5,3,2,1,0,0
50,56,12,13,5,6,10,10,3,3,1,1,2,2
53,53,12,13,5,6,9,9,2,3,1,0,3,3
48,40,11,10,5,5,9,8,3,4,1,0,1,0
55,49,11,11,4,5,2,2,4,3,2,1,0,0
27,23,7,7,3,3,6,5,2,2,1,1,0,0
53,38,12,10,4,4,8,8,2,2,1,1,3,2
71,45,14,10,6,4,6,8,5,3,2,2,0,0
32,34,7,8,3,4,3,3,2,2,1,1,0,0
53,57,11,13,4,6,6,9,2,2,1,2,3,2
45,53,8,10,3,4,5,5,2,2,1,1,1,2
80,63,15,15,7,7,6,5,4,3,2,3,1,1
41,61,10,14,4,7,4,3,4,5,1,2,1,0
47,68,10,17,4,8,5,6,3,5,1,0,1,2
56,68,12,15,4,7,10,9,5,6,1,1,0,0
61,44,15,9,9,5,5,5,4,3,1,0,0,0
41,39,10,9,4,3,5,5,2,1,2,1,0,2
43,37,10,8,4,4,2,3,4,2,1,1,0,0
31,29,7,7,3,3,5,5,2,2,1,1,0,0
69,51,16,13,8,7,6,5,6,4,1,1,1,1
43,34,9,6,3,2,5,4,3,2,1,1,1,1
51,78,10,14,4,4,4,4,2,4,2,2,1,2
53,60,13,13,6,5,6,5,4,4,1,1,1,2
46,33,13,8,5,4,4,3,2,2,1,1,2,0
46,52,10,13,5,7,3,4,3,5,1,0,0,0
50,30,10,7,3,3,2,2,4,2,2,1,0,0
39,54,9,12,4,7,7,6,3,3,1,1,0,0
63,49,12,11,5,5,3,3,4,3,1,0,1,2
48,43,10,9,4,4,8,7,2,2,1,1,2,1
35,29,8,8,3,3,5,6,2,2,1,1,1,1
25,27,7,7,3,3,6,5,2,2,1,1,0,0
52,56,12,13,5,5,9,9,3,3,1,1,2,3
24,54,6,16,3,6,5,4,1,3,0,1,2,3
29,39,7,8,3,3,6,6,3,3,0,1,0,1
78,65,16,15,6,7,7,7,4,2,1,1,4,4
55,49,11,10,6,6,5,6,4,5,1,1,0,0
55,70,14,15,6,5,3,2,4,5,1,1,1,3
43,38,9,9,3,4,6,6,2,2,1,1,2,1
56,78,13,17,4,5,8,8,3,3,1,2,4,5
63,64,14,14,6,7,6,7,4,4,2,2,0,0
34,40,7,8,2,3,4,5,2,2,1,1,1,1
31,50,8,13,3,7,6,6,2,3,1,1,1,1
53,47,12,11,5,4,4,4,3,3,2,2,1,1
53,48,10,9,3,2,7,7,3,3,1,1,1,2
31,34,8,8,3,3,6,6,2,2,1,1,1,1
67,50,15,11,6,4,7,7,4,2,2,2,2,1
62,55,13,12,6,7,6,5,4,4,2,2,1,0
25,37,6,9,3,4,6,5,2,3,0,0,0,0
62,70,14,13,7,6,4,5,4,2,2,2,0,1
53,51,12,11,6,4,3,3,4,5,2,1,0,0
39,39,7,9,3,4,6,6,2,2,1,1,1,1
43,38,10,9,4,4,4,4,1,2,1,1,2,1
53,47,10,12,3,6,5,6,5,4,1,0,0,1
26,29,7,8,3,3,6,7,2,2,1,1,0,1
47,51,11,13,6,6,4,4,4,5,1,1,0,0
50,72,11,15,4,6,9,10,2,3,1,1,3,4
23,26,7,9,3,4,4,3,2,5,0,0,0,0
36,43,7,9,2,4,5,5,2,2,1,1,1,1
58,50,12,12,3,5,4,4,3,3,2,1,3,2
49,51,10,11,4,4,7,6,3,3,1,1,0,1
47,49,10,10,5,4,5,5,3,4,1,2,0,0
57,62,13,15,7,8,8,10,4,4,1,1,0,1
30,53,7,12,3,6,6,5,2,3,1,1,0,1
50,73,10,15,5,8,7,8,3,4,1,2,1,0
63,42,13,10,5,5,5,6,3,3,1,1,3,0
49,40,9,9,4,4,7,7,4,3,1,1,0,0
45,62,12,11,5,2,4,5,3,4,1,2,0,1
25,26,6,7,2,3,5,6,2,2,1,1,0,0
84,79,19,17,9,9,7,6,5,5,4,2,0,0
49,40,11,10,3,3,8,8,2,2,1,1,4,2
28,35,6,8,2,3,3,2,2,2,1,1,0,1
41,41,8,8,2,2,5,6,4,3,1,1,0,0
51,65,12,15,5,7,4,4,5,5,1,1,0,0
33,36,7,7,3,3,4,5,2,2,1,1,0,0
49,49,12,12,5,6,6,7,3,3,1,0,2,3
59,64,14,13,5,5,5,4,4,4,1,1,3,2
28,36,7,7,2,3,3,4,3,3,1,1,0,0
44,46,10,10,6,5,6,6,2,2,1,1,0,1
64,73,15,16,6,5,6,6,3,6,2,2,1,2
54,42,12,10,7,5,4,5,3,2,1,3,1,0
55,45,15,11,8,5,4,3,4,3,1,1,1,0
58,71,13,14,6,7,8,7,4,5,2,1,0,0
69,80,14,18,7,9,5,5,3,5,2,0,1,3
52,53,11,12,5,6,5,7,3,4,2,1,0,0
73,56,16,13,8,7,8,7,4,3,0,0,3,2
65,63,15,16,6,8,11,10,5,5,1,1,2,2
47,40,9,9,3,4,2,3,2,2,1,2,2,0
79,47,19,11,9,5,5,4,6,3,2,1,2,1
46,47,11,10,5,4,6,7,2,2,1,1,2,2
34,29,8,8,3,3,1,2,1,3,1,0,1,1
34,39,6,8,3,4,1,1,2,1,1,1,0,1
48,68,11,13,6,7,8,8,3,4,1,2,1,0
39,47,9,11,4,5,8,8,3,3,0,1,1,1
40,74,10,16,4,6,6,8,3,5,1,1,1,3
34,36,9,9,4,4,8,8,2,2,0,1,2,1
52,87,12,17,6,7,7,8,3,5,2,3,0,1
50,54,12,11,5,3,5,5,4,3,1,1,1,3
32,31,6,8,1,3,1,2,3,3,1,1,0,0
35,35,9,8,4,4,5,5,3,2,1,1,0,0
33,27,7,6,3,2,5,5,3,3,1,1,0,0
48,38,10,10,4,4,4,4,3,3,2,1,0,0
28,30,6,7,2,2,3,3,1,2,1,1,1,1
47,43,9,9,3,3,6,8,3,3,1,1,1,1
51,31,11,7,6,3,3,5,3,2,1,1,1,0
39,29,7,6,4,3,4,6,2,2,1,1,0,0
54,57,10,13,4,7,6,7,1,3,1,1,2,1
33,34,6,7,2,2,4,5,2,2,1,1,0,1
39,34,8,9,4,4,3,2,3,2,1,1,1,1
42,41,10,10,4,5,8,7,3,3,1,1,1,0
45,47,11,11,5,4,4,4,3,3,1,0,1,2
56,55,12,12,5,4,10,9,3,3,2,2,1,2
30,26,8,6,3,3,5,5,2,2,1,1,1,0
31,30,6,6,1,2,2,2,2,2,1,0,0,0
42,41,11,8,5,3,3,3,4,3,1,1,0,0
45,30,11,7,4,3,5,6,2,2,1,1,3,0
48,48,12,12,6,7,5,5,4,4,1,1,0,0
18,22,7,7,4,3,4,3,2,2,0,1,0,0
63,78,13,15,6,9,6,6,4,4,1,2,1,1
77,55,15,12,8,5,6,6,3,2,2,2,1,2
46,52,11,11,5,5,7,7,2,2,1,1,2,2
67,52,14,13,7,8,9,9,3,4,1,1,4,0
51,34,11,8,4,3,6,7,4,2,1,1,1,1
39,44,9,10,4,4,7,6,3,3,1,1,0,1
39,59,10,13,5,6,7,7,3,3,1,1,0,2
45,36,10,8,5,4,4,3,4,2,1,1,0,0
46,28,9,6,4,2,5,5,2,2,2,1,0,0
52,60,11,10,5,3,4,5,4,5,1,1,0,1
44,41,10,9,4,4,5,5,2,2,1,1,2,1
51,46,9,9,4,4,3,3,2,3,2,1,0,0
29,34,7,8,2,2,5,4,2,2,1,1,1,2
40,65,10,16,4,9,9,9,3,5,1,1,0,1
53,58,13,14,5,8,9,10,6,5,1,1,0,0
70,67,15,16,5,9,6,5,5,6,2,1,1,0
48,65,10,13,4,5,8,8,2,3,1,2,2,2
58,60,11,13,4,6,4,4,2,4,1,2,2,2
59,47,12,11,4,5,7,6,2,3,2,0,3,2
30,37,7,8,3,3,5,5,2,3,1,1,0,0
61,49,13,11,5,5,10,10,3,3,2,2,1,0
63,39,16,10,8,3,6,6,3,2,2,2,2,2
