num_chars_s1,num_chars_s2,num_tokens_s1,num_tokens_s2,num_stopwords_s1,num_stopwords_s2,num_token_overlap,num_lemma_overlap,num_nouns_s1,num_nouns_s2,num_verbs_s1,num_verbs_s2,num_adj_s1,num_adj_s2
43,29,10,6,5,2,2,2,3,2,1,1,1,0
20,24,5,6,1,2,4,4,2,2,1,1,0,0
53,52,11,13,5,7,7,8,2,2,2,2,0,0
69,78,14,16,7,8,6,7,2,2,2,4,1,0
51,33,10,6,2,1,4,5,2,2,1,0,1,0
124,83,27,19,5,3,13,13,5,3,2,1,2,1
40,33,8,6,3,1,4,4,2,2,1,1,0,0
132,111,26,23,8,9,9,10,8,7,2,2,3,0
46,35,8,7,1,0,4,4,2,2,2,1,0,0
101,71,15,10,5,2,6,6,1,1,2,0,1,0
49,43,7,6,1,1,1,3,2,3,1,1,0,0
40,30,8,6,3,2,4,4,2,2,1,1,1,0
36,39,5,5,2,2,4,4,0,0,1,1,0,0
55,62,9,11,2,2,7,7,0,0,2,2,1,1
48,42,11,11,5,6,5,5,4,3,2,1,0,1
32,44,9,11,4,4,8,7,2,2,1,1,1,3
41,54,8,11,1,2,3,6,1,2,1,1,3,3
48,44,7,7,1,2,4,3,3,2,1,0,1,1
104,111,21,21,3,6,9,9,3,4,2,2,0,1
152,182,28,31,10,12,23,22,6,6,3,5,0,1
20,27,5,7,3,3,4,4,2,2,0,1,0,0
57,63,10,12,1,1,5,10,2,2,1,1,1,1
54,51,12,11,6,5,8,8,4,4,1,1,0,0
39,43,9,9,3,3,5,6,3,4,2,1,0,0
47,40,8,7,3,1,4,4,3,2,1,1,0,0
123,84,21,18,6,8,9,9,3,1,3,4,0,1
53,73,12,14,8,8,5,5,1,2,1,2,0,0
45,51,7,8,1,1,5,6,2,2,1,1,2,3
35,40,9,10,4,4,6,5,3,3,1,1,0,1
44,43,7,8,2,3,5,5,1,0,1,1,1,0
80,94,14,21,8,11,4,6,3,5,1,2,2,0
24,31,5,6,1,2,4,4,2,2,1,1,0,0
29,28,7,7,4,4,6,7,1,1,0,0,1,1
23,30,6,8,2,4,4,4,2,2,1,1,0,0
34,44,9,10,7,6,7,7,1,1,2,3,1,1
35,36,7,8,2,3,6,6,2,2,1,1,1,1
65,50,11,9,4,3,6,7,3,2,1,1,1,1
45,39,8,7,3,2,5,6,3,3,0,0,1,1
21,26,5,6,1,2,4,5,2,2,1,1,0,0
56,41,12,10,5,5,7,7,4,3,2,1,0,0
51,51,11,13,4,4,7,7,3,2,1,1,2,3
26,31,7,7,3,3,4,4,2,2,1,1,0,0
39,40,6,6,2,1,3,3,2,2,0,1,2,0
47,43,9,9,3,3,6,8,3,3,1,1,1,1
77,51,15,11,6,5,6,6,3,2,3,1,1,2
61,71,12,15,7,10,7,7,2,1,2,2,0,0
42,37,5,5,0,0,0,2,2,1,1,1,1,1
62,95,14,18,2,2,6,7,2,4,1,3,0,0
80,90,17,19,10,9,0,0,1,7,3,2,1,1
24,29,5,5,3,2,1,3,1,1,1,1,0,0
33,37,6,9,2,4,2,3,2,2,1,1,0,1
61,85,16,17,8,7,9,10,2,3,1,2,0,0
30,28,7,7,3,3,2,3,2,2,1,1,0,0
119,229,18,34,5,12,17,17,3,7,2,4,0,4
24,32,8,7,3,3,3,3,3,2,1,1,0,0
36,48,6,10,1,2,2,2,3,3,0,1,1,0
43,42,8,8,2,2,6,6,3,3,1,1,1,0
26,23,7,7,3,3,5,4,2,2,1,1,0,0
30,26,7,7,3,3,4,3,2,2,1,1,0,0
55,53,12,12,4,3,8,8,2,3,0,0,3,4
16,19,5,5,2,2,4,4,1,1,1,1,0,0
48,48,9,7,1,1,2,2,0,2,2,1,0,1
81,90,16,20,5,6,10,10,5,6,2,1,0,0
36,26,8,7,3,3,6,6,2,2,1,1,1,0
105,85,19,15,9,7,8,8,4,5,4,3,0,1
146,167,24,28,6,10,21,21,2,2,2,3,1,1
38,62,6,11,3,5,4,5,1,1,1,2,0,0
28,27,7,6,3,2,4,5,2,2,1,1,0,0
54,69,13,16,5,9,6,6,4,4,1,2,2,0
41,29,9,9,6,5,4,5,0,1,1,0,0,0
116,126,20,21,3,4,11,11,4,4,2,2,1,1
108,111,21,19,8,6,12,12,2,2,2,3,1,1
31,41,7,9,3,4,3,3,2,3,1,1,0,0
46,49,7,8,2,1,2,2,3,1,0,1,0,0
110,105,19,22,5,7,9,10,4,4,2,3,1,2
36,30,8,9,3,5,6,6,1,1,1,1,1,0
42,36,8,7,3,3,4,4,2,2,1,1,1,0
53,52,11,9,4,2,5,5,4,2,1,2,1,1
43,41,7,7,1,1,2,1,0,3,1,2,0,0
53,42,10,10,5,4,4,5,0,0,1,2,1,0
44,46,10,10,3,3,7,7,4,3,1,1,1,2
46,32,9,9,4,4,4,4,3,3,1,1,0,0
93,96,22,19,4,5,8,8,2,3,1,1,1,0
35,37,8,9,3,4,4,4,3,3,1,1,0,0
28,21,7,6,3,2,4,4,2,2,1,1,0,0
49,36,8,6,2,1,1,1,2,1,2,2,0,0
26,57,5,10,1,2,3,3,2,5,0,0,2,2
47,83,11,17,6,6,2,2,1,3,1,3,0,1
112,138,20,25,7,10,17,17,5,5,3,4,1,1
43,57,10,11,3,3,8,8,3,3,1,1,0,1
116,93,20,18,7,5,9,9,4,5,3,4,0,0
45,45,10,10,4,4,6,7,4,4,1,1,0,0
50,47,10,10,4,4,4,4,4,3,1,1,0,1
46,56,9,11,2,2,4,4,2,5,1,2,0,0
36,34,8,8,3,3,7,6,2,3,1,1,1,0
56,80,12,15,6,6,7,7,2,4,2,2,0,0
67,42,13,9,7,6,7,8,2,2,1,0,0,0
41,42,10,11,4,4,8,7,2,3,1,1,2,2
56,59,11,12,6,5,2,2,1,2,3,1,0,1
50,30,8,4,2,0,3,3,2,1,2,1,0,1
49,26,10,7,5,3,4,4,3,2,1,1,0,0
64,39,14,9,7,4,8,8,5,4,1,1,1,0
51,44,9,9,2,1,1,1,4,5,1,1,0,0
147,159,26,30,11,12,18,18,4,6,2,2,5,5
33,36,7,8,2,3,4,4,2,1,1,1,0,0
52,80,9,19,4,11,6,6,3,3,0,2,1,1
164,163,29,31,7,9,14,15,6,2,1,3,2,0
29,29,7,8,3,4,3,3,2,2,1,1,0,0
38,55,7,9,3,2,2,3,2,2,1,1,0,0
111,116,18,17,4,3,8,8,5,2,0,2,0,0
88,65,17,14,7,5,6,6,6,4,2,1,1,0
81,82,14,16,4,4,11,11,5,5,1,0,1,2
29,81,7,18,4,10,7,7,1,4,0,1,1,1
48,49,8,8,1,2,5,5,2,2,1,2,1,0
83,59,14,13,6,4,4,4,2,1,2,1,1,1
55,73,11,14,6,7,5,6,4,6,0,0,1,1
86,68,18,13,10,7,7,8,2,2,1,1,2,2
26,26,6,6,2,2,3,4,2,2,1,1,0,0
144,134,23,22,10,10,18,18,5,4,4,5,3,2
59,64,15,16,8,9,11,11,0,0,1,1,1,1
47,55,11,12,4,3,6,5,4,2,2,3,0,3
157,154,24,25,6,9,18,20,11,10,3,3,1,1
40,39,11,10,5,4,6,6,3,2,0,1,2,2
39,48,9,8,1,2,5,5,3,5,2,1,1,0
29,21,5,4,2,0,0,0,1,2,0,1,0,0
143,119,31,27,13,11,22,22,7,6,4,3,0,0
40,41,8,9,1,3,4,4,2,2,1,1,3,2
67,109,13,22,4,10,2,2,2,6,4,2,1,1
30,37,7,8,1,1,4,5,0,1,1,1,0,1
22,26,6,6,5,5,4,4,0,0,0,0,0,0
81,88,20,20,6,5,9,9,4,5,1,1,1,4
41,32,9,8,3,3,6,6,3,3,1,1,1,0
50,62,9,10,3,4,5,6,2,2,0,1,2,2
35,59,8,14,3,6,3,3,3,5,1,2,0,0
26,25,7,7,3,3,5,4,2,2,1,1,0,0
62,45,13,9,4,2,4,5,4,4,2,0,2,2
49,61,9,12,2,0,6,6,3,3,0,2,2,1
121,77,29,20,15,10,6,6,5,1,1,2,3,0
53,32,11,7,5,4,4,4,5,2,1,1,0,0
52,56,14,11,6,4,5,4,4,4,1,1,2,0
70,61,15,14,6,6,8,7,4,2,1,2,0,1
22,24,6,6,4,4,5,5,1,1,1,1,1,1
19,21,6,6,3,3,5,5,2,2,0,0,0,0
61,82,11,13,5,6,4,6,2,2,2,2,1,2
36,46,8,10,3,2,5,5,2,3,0,0,2,3
367,265,65,51,28,23,31,32,18,10,7,7,0,2
33,31,8,6,2,3,2,2,2,2,1,1,0,1
57,62,8,8,2,1,1,1,3,2,1,2,1,2
54,53,10,11,3,3,7,8,3,4,1,0,2,2
35,35,5,5,0,0,1,5,3,3,1,1,0,0
39,44,9,9,3,2,2,2,4,3,1,1,0,2
26,38,7,8,3,3,5,5,2,2,1,1,0,1
34,34,9,9,3,3,6,6,1,1,1,1,0,0
150,98,24,18,7,5,11,11,4,4,2,2,3,2
117,122,28,26,7,6,13,14,8,6,0,2,2,0
50,32,11,5,4,1,1,1,2,3,2,1,1,0
54,56,11,12,4,5,6,6,3,3,0,1,2,2
38,48,11,11,4,4,7,7,2,3,0,0,2,3
69,55,11,7,4,2,4,4,4,2,1,1,1,1
46,38,9,8,4,3,5,5,1,1,0,1,1,0
26,62,7,13,2,4,5,5,2,4,1,2,1,2
56,64,9,9,3,2,6,6,2,3,1,1,0,0
35,27,8,7,4,3,5,6,2,2,1,1,0,0
35,28,8,7,4,3,6,7,2,2,1,1,0,0
148,144,30,27,12,8,18,18,4,4,4,3,4,3
83,110,16,23,8,8,10,9,2,3,3,3,3,2
48,52,10,12,4,6,8,7,4,4,1,1,0,0
79,60,17,15,5,5,9,9,2,0,1,2,0,0
173,180,33,32,13,12,22,23,3,4,5,5,6,3
30,41,8,10,3,4,6,6,2,2,1,1,0,2
46,40,9,8,1,1,7,7,2,2,1,1,0,0
90,119,19,18,9,7,4,3,2,5,4,0,0,4
29,49,6,11,1,5,5,5,3,4,1,1,0,0
29,26,7,6,3,2,4,5,1,1,2,2,0,0
48,49,7,8,1,2,5,5,2,1,0,0,1,1
43,54,8,10,0,1,8,8,0,0,2,2,0,0
89,89,14,14,4,3,12,13,5,5,2,2,2,2
37,35,8,8,3,3,6,7,2,2,1,1,1,1
52,58,9,10,2,3,3,7,4,3,1,2,0,0
112,154,21,30,11,14,19,20,5,7,1,1,3,4
43,45,8,9,1,1,5,5,2,3,1,1,0,1
42,36,9,6,2,1,2,2,3,2,1,1,1,1
85,143,18,30,5,9,14,13,1,3,0,1,0,1
30,46,7,11,3,4,5,5,2,3,1,1,0,2
96,77,16,14,6,7,1,2,3,4,2,2,2,2
55,40,12,8,6,4,4,5,4,2,1,1,1,1
156,125,29,22,12,9,13,13,4,5,4,3,2,1
113,97,24,20,9,6,11,11,7,6,2,2,1,1
45,49,7,8,2,3,2,2,2,3,1,1,1,0
66,50,14,10,7,3,8,8,4,3,2,2,0,1
29,29,7,7,3,3,4,4,2,2,1,1,0,0
81,87,16,20,8,12,3,5,5,3,1,4,1,0
41,48,7,8,2,2,1,6,2,3,1,1,1,1
44,56,8,9,2,1,2,2,2,3,2,2,2,1
40,48,8,9,2,1,4,4,1,2,1,2,0,0
35,44,10,11,4,5,5,6,4,2,0,0,1,2
34,38,8,8,4,4,4,3,2,2,1,1,0,0
41,24,10,6,5,2,4,5,3,2,1,1,0,0
150,157,25,27,9,12,22,23,9,9,3,3,2,2
22,21,4,4,2,2,2,2,2,2,0,0,0,0
84,87,16,18,8,10,13,13,6,6,0,0,1,1
40,49,7,7,1,1,5,5,2,2,1,2,0,0
37,31,7,6,1,1,6,6,1,1,3,3,0,0
44,69,7,13,1,3,4,4,1,2,2,2,1,1
38,44,11,11,6,5,5,5,3,2,0,1,1,2
80,105,18,21,3,7,9,9,4,3,2,3,2,2
62,67,13,15,6,8,7,6,5,5,1,1,0,0
61,49,12,9,4,5,6,6,3,2,1,0,2,2
61,70,13,15,7,7,10,11,4,4,1,1,1,1
28,44,8,9,5,5,6,6,2,2,0,0,0,0
35,51,9,10,5,4,4,4,3,3,1,1,0,1
81,50,15,8,4,3,5,5,4,0,1,1,0,0
51,52,9,10,3,4,4,6,1,1,2,2,0,0
61,101,15,17,8,7,3,3,4,4,3,2,1,2
26,28,7,7,3,3,5,4,2,2,1,1,0,0
180,158,29,27,8,8,15,15,10,10,3,3,1,1
39,36,9,9,4,3,6,6,3,3,1,1,0,1
25,26,6,7,2,3,3,3,2,2,1,0,0,1
123,79,19,15,7,7,8,9,3,1,2,1,1,0
106,97,18,16,7,5,9,9,7,7,3,3,1,0
45,55,9,11,3,3,5,6,1,2,2,2,0,0
26,44,7,9,4,5,5,6,1,2,0,0,1,0
34,49,6,8,2,2,3,3,1,3,1,1,1,0
123,82,21,16,11,10,3,3,7,2,2,3,1,2
188,143,31,25,13,12,18,18,10,6,3,4,2,2
31,32,8,7,4,3,3,3,2,2,1,1,0,0
48,46,9,7,1,2,6,6,2,2,1,1,1,2
40,38,7,8,1,2,3,3,2,2,1,1,1,0
50,54,7,9,0,1,4,4,4,4,1,1,0,0
58,46,10,8,3,2,6,6,3,2,1,1,1,2
68,49,18,12,13,9,10,10,0,0,5,3,0,0
50,49,7,7,1,1,3,3,3,4,1,1,1,0
64,44,14,9,6,4,8,8,6,3,2,1,0,0
53,60,15,16,11,11,14,14,1,1,1,1,1,1
51,51,10,9,3,1,3,3,1,3,1,2,0,0
54,17,13,6,5,3,5,6,2,1,1,0,1,1
52,49,9,9,2,3,5,5,2,1,2,2,0,0
32,33,8,8,4,3,4,4,2,3,1,1,0,0
43,35,8,7,1,3,1,1,2,0,1,2,0,0
31,29,6,5,2,2,4,4,2,2,1,1,0,0
36,33,9,9,5,5,5,5,2,2,1,1,0,0
49,57,10,11,5,6,7,8,3,3,1,1,0,1
140,113,31,24,12,7,14,14,9,8,1,1,3,2
27,33,5,6,1,1,2,2,1,2,1,1,0,0
120,89,22,15,9,5,10,11,6,4,3,2,1,1
56,54,13,12,3,2,7,9,3,2,1,1,1,1
71,57,16,12,7,6,5,6,5,3,2,2,1,0
108,96,23,20,9,7,10,10,3,5,4,2,0,1
103,118,18,17,6,2,9,9,3,1,2,1,1,0
28,31,6,6,2,3,4,4,2,1,1,1,0,0
71,111,16,23,10,13,13,15,3,4,1,2,2,2
55,36,13,9,7,4,6,6,3,2,1,1,2,1
80,83,17,19,6,5,2,4,3,6,1,0,1,3
32,28,7,6,3,2,5,6,2,2,1,1,0,0
51,30,11,8,3,4,4,3,5,3,1,0,0,0
23,24,4,4,0,0,3,3,1,1,1,1,2,2
59,60,11,9,1,1,2,2,4,4,2,1,2,0
28,23,7,7,3,3,3,3,2,2,1,1,0,0
33,41,5,6,1,0,2,2,1,2,1,1,0,0
39,46,8,9,3,4,4,5,2,2,1,1,1,1
54,55,8,10,1,1,4,5,3,2,1,2,0,1
21,19,5,5,2,2,3,3,1,1,1,1,0,0
43,29,10,7,3,3,7,7,2,2,1,1,2,0
164,135,23,20,8,5,8,8,7,4,3,3,2,2
49,41,11,8,4,3,6,6,2,2,1,1,1,1
40,36,8,9,1,3,4,4,2,3,1,1,3,1
80,60,15,13,7,7,7,8,5,3,2,2,0,0
52,59,9,10,4,4,5,7,1,2,1,1,0,0
136,152,24,27,8,12,15,16,10,8,2,2,3,4
47,47,7,7,1,1,4,4,3,2,1,1,1,1
105,101,21,17,7,6,4,4,6,5,4,3,1,0
32,35,6,6,1,1,3,3,2,2,1,1,0,0
28,26,6,6,2,2,5,5,2,2,1,1,0,0
43,43,7,6,1,1,0,0,4,3,1,1,1,0
37,44,11,10,5,6,8,8,1,1,2,1,0,1
36,43,9,11,3,5,7,7,3,4,1,1,0,0
37,43,6,6,1,1,2,2,1,1,1,1,1,1
29,24,8,7,4,3,4,3,2,2,1,1,0,0
51,42,9,7,1,1,3,3,3,3,2,2,1,0
105,83,22,17,6,5,11,12,3,3,2,1,0,0
39,38,9,9,4,4,6,6,3,3,1,1,0,0
25,29,6,7,2,3,5,5,2,2,1,1,0,0
67,57,15,13,7,6,5,4,3,3,2,1,2,2
31,29,8,7,3,3,5,4,2,2,1,1,0,0
67,48,13,12,7,6,8,9,2,2,1,1,0,0
27,32,8,8,4,3,5,4,2,3,1,1,0,0
46,58,7,11,1,2,3,3,1,5,2,1,0,0
47,43,11,13,4,3,7,7,2,4,1,1,3,2
72,59,15,12,7,5,7,7,6,4,1,2,1,0
50,54,12,11,5,3,5,5,4,3,1,1,1,3
30,26,8,8,4,4,6,6,2,2,1,1,0,0
78,75,15,15,6,5,7,8,2,3,2,3,1,0
21,29,6,9,4,5,4,5,0,0,1,1,0,0
120,95,28,20,11,6,17,17,3,3,5,4,0,0
147,131,30,25,10,7,18,18,4,4,3,2,3,3
64,64,11,11,2,2,7,8,3,3,2,2,0,0
25,35,4,7,0,0,2,2,1,2,1,1,2,0
116,58,21,12,10,6,4,5,5,2,2,0,2,1
38,32,9,8,4,4,6,6,3,2,1,1,0,0
65,54,17,14,9,7,7,6,5,3,1,1,2,2
37,39,6,5,0,0,4,4,1,1,1,1,0,1
62,46,17,12,10,7,8,8,3,4,2,1,2,1
48,63,11,11,5,3,4,4,2,3,1,2,2,2
53,79,12,16,3,5,7,7,1,3,2,1,0,1
24,20,5,5,1,1,4,3,0,0,1,1,1,0
65,41,10,8,3,1,2,2,5,2,1,1,1,1
28,25,7,7,3,3,5,4,2,2,1,1,0,0
30,30,8,8,4,4,5,5,2,2,1,1,0,0
28,30,7,7,3,3,6,6,2,2,1,1,0,0
35,32,9,8,4,3,5,4,3,2,1,1,0,1
79,101,16,22,3,6,11,11,4,3,3,2,0,0
50,37,9,7,1,0,5,5,4,3,1,1,1,1
29,37,7,8,2,2,7,6,2,2,1,2,1,1
159,140,31,27,10,10,13,13,6,5,2,3,6,2
77,26,14,6,9,3,0,0,3,2,1,1,2,0
33,29,9,8,4,3,4,3,3,3,1,1,0,0
50,50,9,8,1,0,2,6,5,5,1,1,0,1
111,124,24,25,11,9,18,19,4,4,4,5,2,2
136,165,30,34,12,13,19,19,8,10,0,3,3,1
57,62,15,17,6,8,2,4,6,4,0,0,0,3
75,60,17,13,8,5,7,7,4,3,2,1,0,0
58,50,8,7,1,1,5,6,4,4,1,1,1,0
48,50,9,8,1,1,3,3,2,3,1,1,1,0
60,60,14,17,9,10,5,6,1,1,1,1,2,1
24,18,7,6,3,2,5,4,2,2,1,1,0,0
49,53,10,11,2,3,4,7,4,3,1,1,0,0
39,27,8,5,2,1,3,3,4,2,0,0,1,1
58,57,12,12,3,5,9,9,4,4,1,1,3,1
112,84,17,14,3,3,14,14,3,3,2,1,2,2
37,28,8,6,3,2,3,3,3,2,1,1,0,0
54,41,10,9,3,3,8,8,2,2,3,2,1,1
40,34,9,7,4,3,5,5,2,2,1,1,1,0
37,31,7,7,3,3,1,1,2,2,1,1,0,0
71,88,15,20,8,7,2,5,4,5,3,3,0,1
27,26,5,5,1,1,4,4,0,0,1,1,0,0
100,100,18,18,2,3,12,12,7,7,1,1,3,3
46,46,8,8,3,2,1,2,3,2,1,1,1,1
55,63,12,16,6,8,9,9,4,5,1,1,0,0
38,39,7,6,2,1,4,4,3,3,1,1,0,1
49,50,11,11,5,4,4,3,3,4,1,1,1,0
87,73,19,16,6,4,9,9,4,2,2,1,0,0
42,42,7,6,1,1,0,0,1,1,1,1,1,0
42,56,9,13,4,7,3,3,3,3,1,2,0,0
123,134,22,23,4,7,12,13,2,3,3,3,1,1
51,50,9,9,0,0,3,9,4,3,2,2,1,2
80,78,12,13,4,4,9,9,3,4,1,1,0,0
44,36,7,6,2,2,4,4,1,1,1,1,1,1
150,123,29,22,11,7,20,20,6,5,3,3,0,0
41,46,8,7,2,2,1,1,0,2,1,0,0,1
93,81,16,15,9,7,7,7,2,3,3,2,0,1
52,58,8,8,3,1,2,2,2,3,1,1,0,0
200,143,33,23,11,7,15,15,3,1,3,3,0,0
39,50,7,8,1,1,3,3,3,4,0,1,2,2
64,67,12,13,6,7,8,8,3,2,1,1,0,0
50,36,10,9,3,3,4,4,2,2,1,1,3,2
51,77,11,15,3,3,9,9,1,2,1,1,1,1
18,20,5,6,2,3,3,3,1,2,1,1,0,0
43,50,7,9,1,3,2,2,3,2,1,1,1,0
37,49,4,7,0,1,0,1,1,2,1,1,1,2
109,141,18,23,4,7,12,12,2,2,3,3,1,1
98,96,22,19,8,12,6,7,5,2,2,3,0,1
24,21,6,6,2,2,4,5,2,2,1,1,0,0
38,26,10,7,4,3,3,2,3,2,1,1,1,0
42,44,11,11,6,5,8,8,3,3,1,1,0,0
117,91,22,18,11,8,9,9,5,4,3,3,0,1
37,40,7,7,0,0,5,5,4,5,1,1,1,0
33,36,8,9,4,4,4,5,2,2,1,1,0,1
58,53,9,11,1,1,6,6,3,4,2,1,1,1
98,141,20,27,9,10,14,15,2,2,3,4,0,0
68,54,11,9,3,1,5,5,2,2,0,1,0,0
56,40,7,5,0,0,3,3,3,2,1,1,2,2
60,41,14,10,8,6,9,9,4,3,1,1,1,0
102,106,20,19,11,10,12,12,3,2,3,3,1,1
49,57,10,12,4,5,8,8,3,4,1,0,1,1
51,43,7,8,1,1,1,2,2,1,1,1,2,1
36,47,7,10,3,4,4,5,2,2,1,1,1,2
267,237,38,38,12,14,16,16,13,9,3,6,4,5
31,30,6,6,2,2,5,5,1,1,1,1,0,0
31,35,5,7,1,1,1,2,2,4,1,1,1,0
44,37,9,8,3,3,6,6,3,2,1,1,1,1
78,58,16,11,9,6,8,8,4,2,1,2,1,1
29,34,7,8,2,2,5,4,2,2,1,1,1,2
35,47,7,11,1,1,3,3,3,4,1,0,0,2
105,77,21,18,9,8,11,11,5,4,2,3,0,0
40,40,10,8,3,2,3,3,4,3,0,1,2,1
26,29,7,8,3,4,5,4,2,2,1,1,0,0
42,31,6,7,2,2,2,1,2,4,1,1,0,0
25,25,6,7,2,3,4,5,2,2,1,1,0,0
51,52,8,7,2,2,1,1,3,2,1,1,2,2
46,65,12,16,6,8,10,10,3,4,0,1,2,2
42,43,10,10,5,5,6,8,3,3,1,1,0,0
96,77,20,14,7,6,4,4,6,3,3,1,1,2
41,35,6,6,0,0,1,2,3,2,0,1,0,0
62,41,13,8,6,4,6,6,4,2,1,1,0,1
62,41,10,8,2,1,4,4,3,3,0,0,0,0
48,50,9,11,2,2,5,5,4,3,1,1,0,1
37,36,6,6,1,1,3,3,1,1,1,1,0,0
62,49,9,7,1,1,7,7,2,2,2,2,2,2
130,93,23,16,7,5,14,14,6,5,2,1,0,0
34,33,6,6,2,1,2,2,1,2,1,1,0,0
42,46,10,9,5,4,3,3,3,2,0,1,0,1
116,87,19,16,6,6,11,12,5,5,2,2,3,2
64,67,12,13,6,7,8,8,3,2,1,1,0,0
61,66,13,14,6,7,7,7,3,4,2,2,1,0
38,43,7,7,2,1,2,2,1,2,1,0,0,1
53,54,10,7,1,0,3,3,3,5,2,1,0,0
66,50,11,7,2,2,3,3,3,4,2,1,1,0
41,44,9,8,6,4,2,3,0,1,0,1,2,1
36,50,8,11,4,5,3,3,2,4,1,1,0,0
85,89,19,18,7,3,7,7,2,3,2,2,1,0
38,30,7,7,2,2,4,5,3,2,1,1,0,1
61,81,14,16,7,9,3,3,3,1,1,2,1,3
56,51,8,7,1,1,7,7,3,2,1,1,0,0
44,64,7,9,1,3,2,2,4,3,1,1,0,1
24,23,7,7,3,3,5,4,2,2,1,1,0,0
23,35,6,8,2,3,3,5,2,2,1,2,0,0
20,17,5,5,2,2,3,3,1,1,1,1,0,0
55,48,12,10,10,8,8,9,0,0,2,2,1,1
40,41,9,10,3,4,7,6,3,3,1,1,0,0
36,38,12,9,6,3,6,5,5,2,0,1,0,2
107,62,21,14,10,9,3,4,5,5,1,0,4,0
35,47,6,8,1,2,1,2,2,2,1,2,2,1
30,53,6,7,3,1,2,2,2,3,0,1,1,0
57,36,9,6,2,1,2,3,4,3,1,1,1,0
18,17,6,5,3,2,3,4,2,2,0,0,0,0
161,115,29,21,11,8,19,19,9,6,6,4,3,2
32,33,7,6,4,3,2,2,3,2,0,0,0,0
40,38,9,8,3,2,4,4,3,2,1,1,1,2
48,57,7,8,2,1,4,4,3,3,1,2,0,0
45,60,11,13,5,5,3,4,2,3,1,0,2,4
50,55,13,13,7,7,9,10,4,3,1,2,0,0
119,102,28,25,11,9,17,17,5,3,4,4,3,2
26,29,5,9,2,3,3,3,2,3,1,1,0,0
120,118,22,24,8,9,12,13,5,6,3,2,1,2
72,44,15,10,7,5,7,7,5,3,2,1,0,0
38,35,8,7,3,3,4,4,3,2,1,1,0,0
56,63,9,11,1,2,3,4,3,2,1,2,2,3
65,63,15,12,5,4,5,4,4,5,1,1,4,1
37,27,9,6,4,2,3,3,3,2,1,1,0,0
101,118,18,23,7,7,9,10,5,5,3,3,2,3
92,108,17,20,7,10,13,13,1,3,3,2,1,0
47,43,9,9,2,3,6,6,4,4,1,1,0,0
51,48,6,9,1,1,0,0,3,3,1,2,1,1
108,114,19,20,7,8,12,12,7,7,0,0,2,2
78,50,15,9,3,2,9,9,3,3,2,2,0,0
56,40,10,6,1,1,1,1,2,1,1,2,3,1
116,117,24,22,7,5,14,14,2,2,1,1,2,2
27,26,8,8,3,3,6,5,3,3,1,1,0,0
65,57,9,8,2,2,6,6,4,2,0,0,2,2
33,25,7,7,3,3,5,5,2,2,1,1,0,0
99,97,20,20,9,10,10,10,2,3,4,2,1,1
40,51,7,8,2,3,2,4,3,2,0,1,0,1
94,106,20,22,5,6,13,13,2,5,0,0,1,2
40,24,9,7,4,3,3,4,2,2,2,1,0,0
47,49,8,9,1,2,1,1,1,4,2,0,0,0
62,72,10,11,4,3,8,8,2,2,0,1,0,0
116,106,22,21,7,9,9,10,6,5,2,1,2,3
116,133,22,26,5,10,16,16,6,6,4,3,2,2
66,53,10,8,2,2,5,5,2,2,2,1,0,0
22,28,7,8,3,3,7,7,1,1,1,1,0,0
36,22,8,6,4,2,3,3,2,2,1,1,0,0
48,59,8,10,1,2,1,1,2,5,0,1,1,0
48,49,13,13,3,3,7,11,3,3,1,1,0,0
22,27,6,7,3,3,5,5,1,2,1,1,0,0
44,37,8,6,1,1,5,5,2,1,1,1,1,1
31,37,7,8,2,4,2,2,2,2,1,1,1,0
36,32,7,6,3,3,5,6,2,1,1,1,0,0
122,101,23,21,8,8,12,12,4,5,3,2,1,0
40,36,11,8,5,3,4,4,4,2,1,1,0,1
36,32,5,6,1,2,2,2,2,2,1,1,1,0
201,158,36,33,12,12,14,14,10,5,3,6,1,0
32,36,9,6,2,1,3,3,4,1,1,1,0,0
31,30,6,6,1,2,2,2,2,2,1,0,0,0
46,42,8,8,3,2,2,2,1,1,1,1,2,1
57,47,11,7,2,1,1,1,4,2,3,1,0,0
31,29,8,7,3,3,3,4,2,2,1,1,1,0
36,52,8,9,2,4,4,4,2,1,0,0,0,0
55,26,12,6,6,2,6,6,4,2,2,1,0,0
44,22,8,5,3,2,2,2,3,1,1,1,0,0
36,31,9,7,4,3,5,5,3,2,1,1,0,0
38,54,9,13,3,6,7,7,3,4,2,1,0,1
26,27,6,6,2,2,2,2,2,2,1,1,0,0
32,34,5,5,1,1,4,4,1,1,1,1,0,0
132,144,20,23,8,8,14,13,5,9,3,1,3,2
25,32,7,8,3,4,4,3,2,2,1,1,0,0
42,33,9,7,4,3,4,5,3,2,1,1,1,0
38,36,8,8,3,3,6,6,2,2,1,1,1,1
50,28,10,7,3,3,4,4,3,2,0,0,3,1
60,64,11,11,3,3,3,4,2,4,2,1,0,1
32,31,8,8,3,3,5,5,2,2,1,1,1,1
55,69,8,12,2,5,4,4,2,3,2,0,0,1
29,24,7,7,3,3,6,5,2,2,1,1,0,0
50,65,8,10,1,1,4,5,2,3,1,2,3,3
61,31,12,6,6,3,5,5,1,1,0,0,1,1
142,165,26,30,8,7,14,15,7,10,1,1,3,4
